Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,25.92,4,0.0,12.4416,0.4799999999999999
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.76,2,0.0,9.0048,0.4799999999999999
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,25.92,4,0.0,12.4416,0.4799999999999999
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,25.92,4,0.0,12.4416,0.4799999999999999
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,6.48,1,0.0,3.1104,0.4799999999999999
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,8.96,2,0.0,4.3008,0.4799999999999999
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Paper,51.84,8,0.0,24.8832,0.4799999999999999
Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,37.52,4,0.0,18.0096,0.4799999999999999
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,89.98,2,0.0,43.1904,0.4799999999999999
First Class,Home Office,United States,Apple Valley,California,92307,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,51.84,8,0.0,24.8832,0.4799999999999999
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,17.92,4,0.0,8.6016,0.4799999999999999
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,0.4799999999999999
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,6.48,1,0.0,3.1104,0.4799999999999999
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,279.86,14,0.0,134.3328,0.4799999999999999
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,89.98,2,0.0,43.1904,0.4799999999999999
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,18.54,2,0.0,8.7138,0.4700000000000001
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,85.96,7,0.0,40.4012,0.4700000000000001
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,18.54,2,0.0,8.7138,0.4700000000000001
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Binders,2690.97,3,0.0,1264.7559,0.4700000000000001
First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,75.88,2,0.0,35.6636,0.4700000000000001
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,75.88,2,0.0,35.6636,0.4700000000000001
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Fasteners,34.44,3,0.0,16.1868,0.4700000000000001
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,189.7,5,0.0,89.159,0.4700000000000001
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,18.24,3,0.0,8.5728,0.4700000000000001
Standard Class,Home Office,United States,Des Moines,Washington,98198,West,Office Supplies,Paper,18.54,2,0.0,8.7138,0.4700000000000001
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,18.54,2,0.0,8.7138,0.4700000000000001
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,64.74,13,0.0,30.4278,0.4700000000000001
Second Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,177.2,5,0.0,83.284,0.4700000000000001
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,379.4,10,0.0,178.318,0.4700000000000001
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Paper,177.2,5,0.0,83.284,0.4700000000000001
Standard Class,Corporate,United States,Florence,Kentucky,41042,South,Office Supplies,Art,17.52,3,0.0,8.2344,0.4700000000000001
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,85.96,7,0.0,40.4012,0.4700000000000001
First Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,27.81,3,0.0,13.0707,0.47000000000000003
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.98,2,0.0,8.9206,0.47000000000000003
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,29.97,3,0.0,14.0859,0.47000000000000003
Same Day,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,25.06,2,0.0,11.7782,0.47000000000000003
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,87.71,7,0.0,41.2237,0.47000000000000003
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,24.56,2,0.0,11.5432,0.47000000000000003
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,7.31,1,0.0,3.4357,0.47000000000000003
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,21.93,3,0.0,10.3071,0.47000000000000003
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,78.35,5,0.0,36.8245,0.47000000000000003
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,46.35,5,0.0,21.7845,0.47000000000000003
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,11.36,2,0.0,5.3392,0.47000000000000003
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,14.62,2,0.0,6.8714,0.47000000000000003
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,11.56,4,0.0,5.4332,0.47000000000000003
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,49.12,4,0.0,23.0864,0.47000000000000003
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes,43.7,5,0.0,20.539,0.47000000000000003
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,17.46,2,0.0,8.2062,0.47000000000000003
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,7.04,2,0.0,3.3088,0.47000000000000003
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,59.94,3,0.0,28.1718,0.47000000000000003
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,36.84,3,0.0,17.3148,0.47000000000000003
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,28.16,4,0.0,13.2352,0.47000000000000003
Second Class,Consumer,United States,Elkhart,Indiana,46514,Central,Office Supplies,Art,11.68,2,0.0,5.4896,0.47000000000000003
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,61.4,5,0.0,28.858,0.47000000000000003
Standard Class,Home Office,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,24.56,2,0.0,11.5432,0.47000000000000003
Same Day,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Binders,8.26,2,0.0,3.8822,0.47000000000000003
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,29.24,4,0.0,13.7428,0.47000000000000003
Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,14.94,3,0.0,7.0218,0.47000000000000003
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,14.94,3,0.0,7.0218,0.47000000000000003
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Binders,127.96,2,0.0,60.1412,0.47000000000000003
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,25.06,2,0.0,11.7782,0.47000000000000003
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,42.28,7,0.0,19.8716,0.47000000000000003
Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,49.12,4,0.0,23.0864,0.47000000000000003
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,70.88,2,0.0,33.3136,0.47000000000000003
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,14.45,5,0.0,6.7915,0.47000000000000003
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Office Supplies,Binders,1793.98,2,0.0,843.1706,0.47000000000000003
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,895.92,4,0.0,421.0824,0.47000000000000003
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,11.68,2,0.0,5.4896,0.47000000000000003
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Labels,14.62,2,0.0,6.8714,0.47000000000000003
First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Paper,195.64,4,0.0,91.9508,0.47000000000000003
Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,8.67,3,0.0,4.0749,0.47000000000000003
Standard Class,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Envelopes,182.94,3,0.0,85.9818,0.47000000000000003
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,212.64,6,0.0,99.9408,0.47000000000000003
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,8.26,2,0.0,3.8822,0.47000000000000003
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Labels,7.31,1,0.0,3.4357,0.47000000000000003
First Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,221.06,7,0.0,103.8982,0.47000000000000003
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,21.4,5,0.0,10.058,0.47000000000000003
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Envelopes,11.36,2,0.0,5.3392,0.47000000000000003
Same Day,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,195.64,4,0.0,91.9508,0.47000000000000003
Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,14.94,3,0.0,7.0218,0.47000000000000003
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,17.48,2,0.0,8.2156,0.47000000000000003
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,4.91,1,0.0,2.3077,0.47000000000000003
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Labels,5.78,2,0.0,2.7166,0.47000000000000003
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,11.68,2,0.0,5.4896,0.47000000000000003
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,49.12,4,0.0,23.0864,0.47000000000000003
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Fasteners,24.85,7,0.0,11.6795,0.47000000000000003
Standard Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,17.48,2,0.0,8.2156,0.47000000000000003
Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,20.23,7,0.0,9.5081,0.47000000000000003
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,5.78,2,0.0,2.7166,0.47000000000000003
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Envelopes,78.35,5,0.0,36.8245,0.47000000000000003
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,18.45,5,0.0,8.6715,0.47000000000000003
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,121.96,2,0.0,57.3212,0.47000000000000003
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Paper,51.55,5,0.0,24.2285,0.47000000000000003
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,43.96,2,0.0,20.6612,0.47000000000000003
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,44.82,9,0.0,21.0654,0.47000000000000003
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,14.94,3,0.0,7.0218,0.47000000000000003
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Machines,629.93,7,0.0,296.0671,0.47000000000000003
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,179.82,9,0.0,84.5154,0.47000000000000003
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,24.9,5,0.0,11.703,0.47000000000000003
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,30.44,4,0.0,14.3068,0.47000000000000003
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,59.94,3,0.0,28.1718,0.47000000000000003
Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Labels,14.62,2,0.0,6.8714,0.47000000000000003
Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Fasteners,14.2,4,0.0,6.674,0.47000000000000003
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,22.83,3,0.0,10.7301,0.47000000000000003
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,318.96,9,0.0,149.9112,0.47000000000000003
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,212.64,6,0.0,99.9408,0.47000000000000003
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,51.9,3,0.0,24.393,0.47000000000000003
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Binders,315.98,1,0.0,148.5106,0.47000000000000003
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,33.04,8,0.0,15.5288,0.47000000000000003
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Paper,24.56,2,0.0,11.5432,0.47000000000000003
First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,15.92,4,0.0,7.4824,0.47000000000000003
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,99.9,5,0.0,46.953,0.47000000000000003
